Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
4202,16621811,"Shaun Andrade","2026-08-01 00:44:42",651.5,2,shaunandrade
4203,16732003,"HAO jia liu","2026-08-18 09:58:05",651.4,2,haojialiu
4204,16779539,"Dmitri Bugakov","2026-08-27 16:34:42",651.4,2,dmitrybugakov
4205,16639867,vibecoder,"2026-08-08 05:34:55",651.2,2,kunal808
4206,16652635,panacea9320,"2026-08-05 10:45:06",651.2,2,panacea9320
4207,16761693,nhatvo,"2026-08-27 21:46:20",651.2,2,nhatvo
4208,16665990,daffaharil,"2026-08-11 07:56:55",651.0,2,"daffaharil,farhansiddiq"
4209,16743494,"ROHAN Exploit","2026-08-19 18:35:34",651.0,2,rohanexploit
4210,16794491,"Sushant Pargaonkar","2026-09-02 02:59:45",650.7,2,sushantpargaonkar
4211,16752362,"Shashank Jangid (G25AIT2100)","2026-09-01 02:10:59",650.5,2,shashankjangid
4212,16752324,"yunchuan liu","2026-09-02 04:57:27",650.5,2,hoteye
4213,16661210,vizyourdata,"2026-08-07 11:05:08",650.3,2,vizyourdata
4214,16691518,"Sander Ee","2026-08-09 12:03:09",650.3,2,sanderee
4215,16707078,"Loïc & Zach","2026-08-24 20:25:24",650.2,2,"locmmeteau,zachariedubus"
4216,16659138,allenbcy,"2026-09-02 15:22:41",650.1,2,allenbcy
4217,16630837,"Vishal Sharma","2026-08-05 18:24:44",649.9,2,vishal40182
4218,16706413,"Song Research","2026-08-18 00:39:36",649.6,2,sangbong91
4219,16738777,"Balwinder Singh1235","2026-08-20 10:21:34",649.6,2,balwindersingh1235
4220,16654761,"Mohammed Mukthar","2026-08-05 02:06:15",649.5,2,mohammedmukthar9
4221,16658937,SebastianQbiak,"2026-08-05 06:20:18",649.5,2,sebastianqbiak
4222,16622330,"hiroshi murakami","2026-08-22 01:03:12",649.2,2,zabojeb
4223,16636954,"Jeff Horon","2026-08-26 11:44:44",648.8,2,jeffhoron
4224,16664119,FSzekut,"2026-08-07 00:03:04",648.7,2,fszekut
4225,16657105,"Mathijs Deelen","2026-08-05 01:16:34",648.4,2,mathijsdeelen
4226,16734312,truebelief,"2026-08-19 00:01:20",648.4,2,truebelief
4227,16670615,Ahornsirup,"2026-08-21 19:33:36",648.4,2,ahornsirup
4228,16686613,Zubatch,"2026-08-15 20:11:39",648.1,2,zubatch
4229,16655571,yuken,"2026-08-07 13:27:53",648.1,2,yukenai
4230,16669595,evanca,"2026-08-08 12:27:56",648.0,2,evanca
4231,16661533,wangyuou,"2026-09-02 08:29:32",648.0,2,wangyuou
4232,16678080,"Timothy Adeyemi","2026-08-24 22:53:30",647.7,2,timothyadeyemi
4233,16718363,"Jarbas Camurça","2026-08-28 11:15:44",647.7,2,pjarbas
4234,16697526,"Jurgen Sinjari","2026-08-10 21:21:26",647.5,2,jurgensinjari
4235,16641348,wata,"2026-08-03 11:29:04",647.0,2,iwatahiroki
4236,16627581,AidenSong123,"2026-08-22 11:16:24",646.9,2,aidensong123
4237,16655527,"Saurabh Kumar","2026-08-06 08:14:52",646.7,2,sk25oct
4238,16786043,"Denzel Fuentes","2026-09-02 18:23:53",646.6,2,denzelfuentes
4239,16749104,danielx119,"2026-08-20 16:36:00",646.5,2,danielx119
4240,16627906,"Tergel Munkhbat","2026-08-27 03:32:57",646.3,2,tergelmunkhbat
4241,16779942,"YueKai Yu","2026-08-31 14:16:31",646.3,1,yuekaiyu
4242,16739449,SelvapriyankaRam,"2026-08-24 18:44:21",646.1,2,selvapriyankaram
4243,16660251,Yagawa,"2026-08-20 12:29:37",645.7,2,yagawa
4244,16664731,UT,"2026-08-21 15:24:42",645.5,2,"sabapunch,wasshan"
4245,16744752,"Dean Johnson","2026-08-27 10:26:20",645.4,2,deanjohnson202
4246,16664267,"Alan T. Andrea","2026-08-09 03:22:40",645.3,2,alantandrea
4247,16671420,"Chengchen Duan","2026-08-17 15:25:09",645.3,2,chengchenduan
4248,16731516,Sumit0694,"2026-08-30 16:05:40",645.1,1,sumit0694
4249,16795256,"N Nelson","2026-09-02 17:30:01",644.9,2,napoliyannelson
4250,16632510,shi_koyo,"2026-08-04 08:58:56",644.9,2,shikoyo
4251,16729765,"Caio Ruiz","2026-08-27 00:04:07",644.4,2,chvruiz
4252,16720143,"AMAN PANDEY","2026-08-16 13:57:00",644.2,2,amanapofficial
4253,16726684,"William Lee","2026-08-19 15:35:28",644.2,2,notyouravgwilly
4254,16660005,DreamX5678,"2026-08-06 07:55:06",644.1,2,dreamx5678
4255,16806146,"Factual Explorer","2026-09-02 07:08:02",643.2,2,factualexplorer
4256,16702359,"Ethan Pl","2026-08-11 19:43:21",643.1,2,ethanpl
4257,16724819,Dwij12,"2026-08-20 18:28:01",642.5,2,dwij12
4258,16761744,初心者,"2026-08-30 21:39:34",642.5,2,daikitakahashi
4259,16663963,M0h4m3d-Byte,"2026-09-02 13:56:19",642.4,2,dev3mohamed
4260,16676360,"Chris Kang","2026-08-17 10:07:49",642.3,2,rukawa917
4261,16640600,"Giord Frank","2026-08-30 10:08:25",642.2,2,tangerinedog
4262,16654454,"Haoxiang Li","2026-09-02 22:27:07",642.1,2,haoxiangli789
4263,16699689,"David Sedláček","2026-08-10 08:38:38",642.0,2,sibicek
4264,16634316,"Cao Tùng Lâm","2026-09-01 07:16:08",641.9,2,liamislazy
4265,16674504,"Arunabh Gupta","2026-08-18 11:10:33",641.4,2,"arunabhsgupt4,eggsysy"
4266,16671680,"Joe Hall","2026-08-10 19:02:30",641.4,2,halljr
4267,16732609,"Filippo Paninforni","2026-08-19 18:30:22",641.3,2,filippopaninforni
4268,16675074,ahiokk,"2026-08-07 07:58:44",641.2,2,ahiokk
4269,16690736,omarkami007,"2026-08-11 18:40:45",641.1,2,omarkami007
4270,16772673,"Alejandro Rendon B.","2026-08-31 03:39:48",640.9,2,alejandrorendonblan
4271,16665622,one,"2026-08-11 04:10:11",640.8,2,richardsplayground
4272,16699711,"maxscender ","2026-08-13 14:03:35",640.2,2,maxscender
4273,16790652,"Pengchao Zheng","2026-09-02 06:09:23",640.2,2,pengchaozheng
4274,16726873,@F,"2026-08-16 01:43:22",640.2,1,atefbouzid
4275,16670070,"Kirill Molostov","2026-08-31 12:18:26",640.1,2,kirillmolostov
4276,16774843,"Assylkhan Kerey","2026-08-30 03:16:54",640.1,2,n0nlyy
4277,16700441,"Houssem RIAHI","2026-08-27 14:54:09",640.0,2,houssemriahi
4278,16784599,"Lisa Hines","2026-09-01 22:46:36",639.9,2,lisamhines
4279,16665894,"Pedro Wu","2026-08-20 07:05:26",639.9,2,pedropei
4280,16687548,"Shubham Tibrewal","2026-08-22 12:21:02",639.9,2,researchai2026
4281,16791027,"Ryan Cheung","2026-09-02 03:45:33",639.0,2,doggychip
4282,16623449,"Ryo Takaki","2026-09-02 22:35:03",638.5,2,ryotakaki
4283,16689919,"Koren Ben Ezra","2026-08-08 17:49:55",637.9,2,korenbenezra
4284,16718366,RATriculture,"2026-08-28 19:15:28",637.7,2,tarasshchur
4285,16688220,Aadi,"2026-08-24 23:10:37",637.1,2,aadicv
4286,16660850,"Khoa Le","2026-08-05 13:23:55",637.0,2,bryanle2025
4287,16810807,Cordiz,"2026-09-02 21:54:59",636.8,2,cordiz
4288,16671237,"Jose Alejandro Rivera Jaramillo","2026-08-07 18:13:13",636.6,2,alejandroriveraj
4289,16738235,tenfish,"2026-09-02 03:15:28",636.5,2,"oygdri,takatoyoshikawa"
4290,16727376,"Roko Torbarina","2026-08-18 18:31:57",636.3,2,rokotorbarina
4291,16727529,윤영일,"2026-08-29 10:44:26",636.3,2,iongil
4292,16785687,"AP SEM F STUDENTS","2026-08-31 03:52:37",636.3,2,"advaithn0518,rohanjeyavel,shrivatsamurugan,stitchsages"
4293,16729202,Sven,"2026-08-27 21:55:40",636.2,2,sventleman
4294,16777056,"Seb boulba","2026-08-27 21:03:26",635.9,2,sebboulba
4295,16667818,AjayVarma555,"2026-08-09 15:14:45",635.8,2,ajayvarma555
4296,16732357,"Thales Augusto Leite de Souza","2026-08-23 23:43:38",635.5,2,thalestals
4297,16635145,"Isaac Menard","2026-08-05 21:11:36",635.5,2,isaacmenard
4298,16659418,"Fonge Bertin","2026-08-06 09:26:33",635.4,2,fongebertin
4299,16729531,alfphafarm,"2026-08-19 19:09:48",635.4,2,vudattumaniteja
4300,16707767,"Lai Eu Wen","2026-08-16 16:47:50",635.4,2,laieuwen
4301,16660295,Pentos,"2026-08-10 00:06:56",635.3,2,nishiumi
4302,16670596,prabalsingh_23,"2026-08-26 02:33:14",635.2,2,prabalsingh23
4303,16671364,"Mike Riggs","2026-08-09 03:22:55",635.0,2,riggsasi
4304,16665060,Pipeweed,"2026-08-27 18:14:40",635.0,2,pipeweed56
4305,16738506,"Rok Sechs","2026-08-23 04:00:41",634.6,2,rokshimiz
4306,16743846,"Hemanth Raja Guttikonda","2026-09-02 18:37:29",634.5,2,"hemanthrajg,poojithakatta18"
4307,16782187,"Margo Kim","2026-08-28 19:15:18",634.4,2,margokim
4308,16673923,"Gabriele Giacometti","2026-08-10 11:38:05",634.3,2,gabrielegiacometti
4309,16674841,"Syna Bedi","2026-08-15 09:57:28",634.2,2,synabedi
4310,16773779,"Daichi Tanaka","2026-08-31 03:38:48",634.2,2,daichit64
4311,16730922,"Shengyuan Yin","2026-08-17 06:17:27",633.8,1,flaming0
4312,16660670,"Chirag Bhatnagar","2026-08-31 09:21:45",633.7,2,chiragbhatn
4313,16736636,torch,"2026-08-18 10:35:29",633.6,2,rhtsingh
4314,16702118,"cemal özdeniz","2026-08-10 20:27:17",633.5,2,cemalzdeniz
4315,16697800,DR_Mkelvo,"2026-08-09 20:42:15",633.5,1,drmkelvo
4316,16724904,"Carlos Eduardo De Paula Arantes","2026-08-15 15:48:43",633.2,2,carloseduardo1753
4317,16702820,"Plorek ","2026-08-28 11:28:11",633.1,2,plorek
4318,16679671,Ash0666,"2026-08-09 19:28:52",633.1,2,ash0666
4319,16642994,"Danila Galkin","2026-08-13 19:22:17",633.0,2,danilagalkin
4320,16661432,"Ange Adantchede","2026-09-02 18:42:30",632.9,2,angeadantchede
4321,16743815,"Asanka Pradeep","2026-08-23 14:32:46",632.8,2,asanakapr
4322,16722502,Abyss,"2026-08-27 11:26:49",632.7,2,sahiltks
4323,16677518,"Khor Yin Loon","2026-08-23 09:29:06",632.6,2,khoryinloon
4324,16660035,NoNamedeo,"2026-08-27 14:20:15",632.4,1,nonamedeo
4325,16640504,"Recep Öztürk","2026-08-26 11:19:31",632.2,2,rcpztrrk1
4326,16702481,"Scott G","2026-08-13 15:19:02",632.2,2,verifiedscott
4327,16697704,"Leonid Matetskiy","2026-08-09 21:39:06",632.0,2,leonidmatetskiy
4328,16675066,Opticulture,"2026-08-16 12:19:48",631.9,2,"bajibaburowthu,ponnuripavankumar,radhakrishnadoredla,veereshkumar1219"
4329,16660138,"Sanchit Handa","2026-09-02 18:13:00",631.8,2,"harmanjotsingh8,sanchithanda182006"
4330,16669396,Fleo98,"2026-08-10 15:43:34",631.5,2,fleo98
4331,16756388,"Sam Scott","2026-08-22 22:04:06",631.4,2,shepard5
4332,16711928,Leraaaa,"2026-08-18 20:01:52",631.4,2,leraaaa
4333,16667143,"Noct-Tech zombie","2026-08-06 13:46:51",631.3,2,jo3thaboss
4334,16733763,Gaurav,"2026-08-28 05:00:14",631.2,2,gauravahlawat
4335,16727009,B05801037,"2026-08-18 02:28:48",631.2,2,peteropop
4336,16657332,"Amit Malakar","2026-09-01 16:54:56",631.2,2,amitmalakarjoy
4337,16669408,"Josaphat Adjele","2026-08-31 17:26:56",630.6,2,josaphatadjele
4338,16681660,"Parham Ghazanfari","2026-08-07 20:18:18",630.6,1,parhamghazanfari
4339,16654943,"Alexis Selorm Gbeckor - Kove","2026-08-10 11:44:58",630.6,2,advancedbeginner
4340,16662421,"Aparna Mantha","2026-08-06 17:23:34",630.2,2,aparnam91
4341,16726839,syunsuke,"2026-08-21 23:12:13",629.6,2,syunsuke1024
4342,16684436,Simon-the-sorcerer,"2026-09-02 21:26:34",629.3,2,simonwiller
4343,16731009,"Joseph Paris","2026-08-24 05:32:21",629.1,2,josephkparis
4344,16717850,"HeeGwan Lee","2026-09-02 13:20:08",628.9,2,heegwanlee
4345,16684674,"Ch Muhammad Umer ","2026-08-11 08:11:36",628.7,2,chmuhammadumer
4346,16667565,BeeDeeR,"2026-09-02 00:41:52",628.6,2,beedeer
4347,16792449,SKYisSKYisSKY,"2026-08-31 04:16:07",628.2,2,skyisskyissky
4348,16670933,Pat,"2026-08-06 10:26:21",628.0,2,junseia
4349,16656883,KK,"2026-08-05 10:27:15",628.0,2,kkonzyb
4350,16730740,"claude opus5🏆","2026-08-19 09:58:24",627.9,2,yinpinggao
4351,16632504,"[Deleted] c2f6c5d5-ecb1-4f92-95d7-7c9f0fd3474f","2026-07-31 16:04:32",627.8,1,ryota517
4352,16787010,"Samir Patel","2026-09-02 02:33:17",627.8,2,mesamirpatel
4353,16722366,"Aki Lit","2026-08-14 23:24:20",627.8,2,akilit
4354,16663437,inversion,"2026-08-04 20:44:41",627.6,1,inversion
4355,16690338,dvv_ram,"2026-08-13 00:11:18",627.5,2,ddvram
4356,16654351,"Manish Kumar","2026-08-04 07:45:22",627.4,2,manishkumarphd2000
4357,16670544,"William Rients","2026-08-06 00:01:02",626.9,2,williamrients
4358,16717787,Bull,"2026-08-17 13:04:53",626.7,2,welshonionman
4359,16691164,"Krishna Saathwik","2026-08-13 13:50:40",626.5,2,krishnasaathwik
4360,16768178,Scarttish,"2026-08-26 22:44:26",626.3,2,scarttish
4361,16672858,Lyesterday,"2026-08-06 08:45:47",626.2,2,ilyas93
4362,16657794,"Aromal vK","2026-08-06 15:35:11",626.0,2,aromalvk
4363,16673333,"Dimas Renggana","2026-08-06 23:40:39",625.9,2,dimasrenggana
4364,16777228,"Zach Locke","2026-09-02 10:11:45",625.7,2,zachlocke
4365,16676085,"Giordano Dolenz","2026-08-18 16:10:37",625.5,2,giordanodolenz
4366,16677303,"Chase Martyn","2026-08-19 02:05:12",624.4,2,chasemartyn
4367,16680297,"Ajay Singh","2026-08-08 04:33:24",624.1,2,ajaysinghg
4368,16631772,yuki,"2026-08-03 17:39:58",623.7,2,yururoi
4369,16730105,"Leonardo Palis","2026-08-17 03:35:05",623.7,2,leonardopalis
4370,16658775,"Vincent Pan","2026-08-29 12:55:20",623.6,2,"judithhong,vincentpan2005"
4371,16715225,"Someswararao Tellakula","2026-08-17 01:15:37",623.6,2,someshtellakula
4372,16658477,"chathura prasadh9817","2026-08-06 07:18:04",623.6,2,chathuraprasadh9817
4373,16652173,"Shardul Gharat","2026-08-06 10:07:36",623.5,2,shardulgharat
4374,16775001,"Maarij Aqeel","2026-08-26 14:48:03",623.2,2,maarijaqeel
4375,16687716,"Joshua Fernando","2026-08-30 17:59:14",623.0,2,joshuafernandoj
4376,16623745,chunluran,"2026-08-27 06:55:55",622.9,2,chunluran
4377,16657265,"Hemant Kumar","2026-08-05 15:17:20",622.9,2,hemantrajputt
4378,16661564,yang20251228,"2026-09-02 03:40:29",622.8,2,yang20251228
4379,16637031,"and more","2026-08-20 06:23:32",622.8,2,kym2022
4380,16715495,Yashi003,"2026-08-24 04:44:40",622.8,2,yashi003
4381,16779304,"Ari Nakos","2026-09-01 22:43:59",622.6,2,aristides
4382,16635746,"jeon hyeon woo","2026-08-13 15:32:43",622.5,2,jeonhyeonwoo
4383,16669479,"Shifa Salsabiila","2026-08-09 02:56:11",622.4,1,shifasalsabiila
4384,16759171,"Leonid Kozinkin","2026-08-31 16:30:37",622.4,2,leon7archer
4385,16639705,"Yuta Tomimasu","2026-08-07 13:02:39",621.6,2,yutatomimasu
4386,16657871,Lucienne,"2026-08-05 03:13:59",621.5,2,yangnianan
4387,16673191,juliye,"2026-08-10 03:49:13",621.5,2,juliye
4388,16692680,"Marc-Luca ","2026-08-11 12:02:15",621.4,2,marcluca
4389,16702993,PLM,"2026-08-30 13:58:34",621.4,2,"ileabogdan,popu23,razvaniga,rvaurs"
4390,16659309,irisV11,"2026-08-18 05:23:01",621.3,2,irisv11
4391,16673359,hasshi7965,"2026-08-27 10:23:45",621.3,2,hasshi7965
4392,16637776,MarvelousXun,"2026-08-03 09:33:38",621.2,2,marvelousxun
4393,16658106,"Devam juthani","2026-08-05 08:18:14",620.8,2,devamjuthani
4394,16759265,AI老爸,"2026-08-30 04:38:52",620.8,2,tsengchienchih
4395,16789550,foundtion,"2026-08-30 13:19:22",620.5,2,foundtion
4396,16639408,Invictus,"2026-08-11 22:44:04",620.4,2,nicho256
4397,16682915,"igeo kK","2026-08-09 18:41:17",620.4,2,igeokk
4398,16730104,BartHeart,"2026-08-20 18:58:23",620.1,2,bartheart
4399,16676254,"Lazy Lagoon","2026-08-31 15:11:32",620.1,2,"mokshoswal137,taniyasankhe"
4400,16752277,YKuma,"2026-09-01 01:47:14",620.0,2,ykumazaki
4401,16667766,vasujain7,"2026-09-02 13:58:13",620.0,2,vasujain7
4402,16664348,"Rocket Zech","2026-08-29 08:23:04",619.9,2,isaactunglaw
4403,16658779,"Richard G Atkinson","2026-08-05 00:29:59",619.9,2,richardgatkinson
4404,16667794,knadithyavr,"2026-08-13 12:24:05",619.6,2,knadithyavr
4405,16655217,"Jiawei Zhao","2026-09-02 17:34:26",619.6,2,c789a123
4406,16760226,"Erich Hofstötter","2026-08-24 15:49:06",619.4,2,erichhofsttter
4407,16784420,renyxin,"2026-09-02 16:35:26",619.4,2,renyxin
4408,16756858,"Rushi A.","2026-08-23 18:54:03",619.2,2,rushia
4409,16750864,Ymori,"2026-08-26 01:38:04",619.0,2,yasunorim
4410,16692450,duckypants,"2026-08-23 20:36:59",618.9,2,duckypants
4411,16701795,Proshian,"2026-08-11 00:01:04",618.8,2,proshian
4412,16781445,"Odim David Chukwuemeka","2026-09-02 16:45:23",618.5,2,odimdavidchukwuemeka
4413,16763761,mkai1981,"2026-09-02 15:54:18",618.5,2,mkai1981
4414,16755091,Charlie,"2026-09-02 00:54:13",618.3,2,zephyrlennox
4415,16655426,engin_zhou,"2026-08-05 15:21:18",618.2,2,enginzhou
4416,16623112,Tians12,"2026-08-09 19:10:24",617.9,2,tiansang12
4417,16690353,b13902103_yuhung94,"2026-09-01 05:03:15",617.8,2,yuhung94
4418,16640845,"tang yangzhou","2026-08-04 21:36:09",617.6,1,tangyangzhou
4419,16660419,"Kai-Shih Chiu","2026-08-06 12:54:22",617.4,2,kaishihchiu
4420,16778145,TW_益民_li,"2026-09-02 02:17:36",616.9,2,liyimintw
4421,16687925,BillDoser,"2026-09-01 17:26:43",616.8,2,billdoser
4422,16663766,"Anup Gautam","2026-08-08 01:29:10",616.8,2,anupanda
4423,16699756,"zhang xin","2026-09-02 14:43:09",616.6,2,zhangxin300
4424,16627751,lzeee,"2026-08-10 14:06:38",616.4,2,shzgong
4425,16677231,"Ahmed Bootaan","2026-08-06 18:08:52",616.4,2,ahmedbootaan
4426,16731996,Chloe,"2026-08-18 02:58:05",616.4,2,chenchloehaimo
4427,16717817,"Nick Stoddart","2026-08-14 05:15:23",616.3,2,nickstoddart
4428,16656792,"Gnanaprakash R","2026-08-28 15:05:38",616.3,2,gnanaprakashr
4429,16722028,"Aw Ming Xuan","2026-08-16 09:24:48",616.2,2,awmingxuan
4430,16675585,"Jacob Joy","2026-08-11 12:13:06",616.2,2,jac0b1
4431,16708907,"[Deleted] 84526ff4-3aed-4b4b-a45f-a4486f01cb7b","2026-08-13 20:01:55",615.9,2,del=34c747d6ee8d2bd7
4432,16653303,F4,"2026-08-06 01:43:09",615.7,2,"chen2yoimiya,huaidezhang,wahuwahuwahu,zrurfa"
4433,16760190,"Florian Tigoulet","2026-08-24 12:37:14",615.5,2,floriantigoulet
4434,16685652,LeonDuue,"2026-09-01 06:55:54",615.5,2,leonduue
4435,16691938,"PRASHANT SUTHAR11","2026-08-10 09:46:05",615.4,2,prashantsuthar11
4436,16660364,dadandsats,"2026-08-14 11:41:04",615.3,2,continuingdev
4437,16761451,gulag,"2026-08-24 03:39:54",615.2,2,moglin
4438,16756029,EndCreeper,"2026-08-25 06:23:41",615.2,2,endcreeper
4439,16699772,MrAnalyst,"2026-08-29 16:42:41",615.0,2,mranalyst
4440,16738640,"Tjay Burger","2026-08-18 17:35:39",614.8,2,tjayburger
4441,16762206,"mohammad khanjani2026","2026-08-25 06:24:39",614.7,2,mohammadkhanjani2026
4442,16662103,"Saravana Thiagarajan K","2026-08-05 21:43:42",614.7,2,saravanatk1984
4443,16686912,@mldsdev,"2026-08-13 02:07:44",614.5,2,lan1mel
4444,16714592,"Carey Casile","2026-08-14 18:34:16",614.4,2,ccasile
4445,16700484,白井孝太郎,"2026-08-15 01:08:02",614.4,2,kotaroshirai
4446,16780513,"Hugo JOBÉ","2026-08-27 20:51:09",614.4,2,hugojob
4447,16748774,"hakan ulucan","2026-08-25 19:19:11",614.1,2,hakanulucan
4448,16709885,"Manuel Pérez","2026-08-14 01:54:02",614.0,2,manuelperezzz
4449,16660360,"Joey Gonzales","2026-08-05 00:00:47",613.8,2,joeygonzales
4450,16666833,DenisKoronchik,"2026-09-02 10:13:46",613.4,2,deniskoronchik
4451,16697681,"Mahfujur Rahman Rakib","2026-08-10 05:14:21",613.2,2,mahfujurrahmanrakib
4452,16674076,rigsutra,"2026-08-24 11:59:54",613.1,2,rigsutra
4453,16685618,"Krupa Vardhan","2026-08-28 09:24:21",612.9,2,krupavardhan
4454,16747163,"Sarthak Patel","2026-08-21 06:36:26",612.9,2,sarthakpatel2028
4455,16720788,Anson,"2026-09-02 17:47:17",612.9,2,anson0496
4456,16658151,"Nguyễn Phúc Gia Bảo","2026-08-06 15:15:07",612.8,2,kevincrazy678
4457,16735517,"Philipp k-s","2026-08-27 03:13:29",612.8,2,philippkeussenstrau
4458,16659412,yesterdays_rebel,"2026-08-13 12:14:41",612.6,2,irfanparaniya
4459,16664415,"Imerson Krysthio","2026-08-12 05:37:03",612.3,2,imersonk
4460,16665462,ZSZ,"2026-08-12 13:55:00",612.2,2,zsuzsanna2
4461,16621354,pengshy,"2026-08-06 04:54:01",611.9,2,dm15336142
4462,16668022,"Lady and tech","2026-08-19 04:08:50",611.6,2,ladyandtech
4463,16659663,Chintakrinda_Naveen,"2026-09-01 11:11:27",611.6,2,naveen998
4464,16645431,Amin,"2026-08-08 22:05:02",611.6,2,aminvafaei
4465,16669470,"ASDM HUB","2026-08-12 20:13:20",611.3,2,jesushechavarria
4466,16686743,charmander,"2026-08-30 10:30:57",611.1,2,rahuladhi
4467,16657547,"Pranav Thota","2026-09-01 04:10:57",611.1,2,pranavthota
4468,16638645,ChrisDavis,"2026-08-03 23:29:34",611.0,2,alpacas
4469,16661142,"Phú Nhân Nguyễn","2026-08-15 09:53:23",610.8,2,phnhnnguyn
4470,16741766,lrik00,"2026-08-29 10:40:44",610.4,2,lrik00
4471,16736111,hexingwei33,"2026-09-01 02:08:11",610.4,2,hexingwei33
4472,16666483,"Salih Erdem Kaymak","2026-08-08 17:32:38",610.4,2,saliherdemkaymak
4473,16662313,"Maximus Sambucetti","2026-08-09 15:36:46",610.2,2,maximussambucetti
4474,16658820,"Jonathan Ashenaf1","2026-08-11 16:59:20",610.1,2,jonathanashenaf1
4475,16674540,"Pratik Priyanshu","2026-08-07 18:28:12",610.1,2,pratikpriyanshu5
4476,16740894,BetOnMe,"2026-08-19 14:40:02",610.0,2,betonme
4477,16687538,aefinityaiinc,"2026-08-27 20:59:35",609.9,2,aefinityaiinc
4478,16793150,Comet19,"2026-08-31 10:53:04",609.7,2,comet19
4479,16718445,"Hamza Elmorjani","2026-08-15 12:16:55",609.7,2,hamzaelmorjani03
4480,16673712,"Alejandro Betato","2026-08-16 10:48:24",609.5,2,alejandrobetato
4481,16701454,"André-Marie BEHANZIN","2026-09-02 14:55:56",609.4,2,andremariebehanzin
4482,16659951,"CHRISTOPHER CRILLY","2026-08-20 12:14:03",609.3,2,christophercrilly
4483,16633934,Alexy,"2026-08-25 04:40:02",609.0,2,alexycactus
4484,16703129,"Pratik Vadher","2026-08-10 21:08:27",609.0,1,pratikvadher
4485,16669028,"Atishay Kasliwal","2026-08-11 17:54:59",608.8,2,atishaykasliwal
4486,16664605,"Nathaniel Shou","2026-08-05 17:51:47",608.5,2,nathanielshou
4487,16669118,"yunus yavuz","2026-08-05 21:51:21",608.4,2,yunusyvz
4488,16656690,"Sushant Kumar (xWF)","2026-08-06 04:44:38",608.3,2,sushantkumarxwf
4489,16744239,"Diogo Gomes ","2026-08-25 09:39:28",608.2,2,diogogomes
4490,16740646,"Darren Chung","2026-08-25 18:00:27",608.1,2,chungdarren
4491,16750726,prince22466,"2026-08-27 15:54:11",608.1,2,prince22466
4492,16659446,zhaozy233,"2026-08-15 16:51:36",607.7,2,zhaozy233
4493,16790527,Yuta,"2026-09-02 11:05:38",607.3,2,yutaecon
4494,16704864,ksj00610,"2026-08-12 08:47:16",607.1,2,ksj00610
4495,16718565,Frankyface,"2026-08-13 18:54:37",606.9,1,frankyface
4496,16641099,sieru-copan,"2026-08-30 12:28:26",606.9,2,sierucopan
4497,16635065,T88,"2026-08-06 00:56:10",606.6,2,t88take
4498,16664142,"The Studio 1","2026-08-16 23:04:06",606.6,2,landonsheatsley
4499,16663677,"Aghazie David","2026-08-07 00:32:14",606.6,2,aghaziedavid
4500,16762010,"Ivan Piaternev","2026-08-24 15:36:12",606.3,2,iamvanya
4501,16659181,Hongjie04,"2026-08-05 04:07:04",606.3,2,hongjie04
4502,16708625,"Lê Văn Pháp","2026-08-29 03:15:56",605.9,2,"linhsarah,lvnphp"
4503,16666066,Khush3e,"2026-08-12 04:50:39",605.7,2,khush3e
4504,16687448,"Israel Burns","2026-08-12 08:41:38",605.4,2,israelburns
4505,16796625,Nepsirhc,"2026-09-02 10:35:01",605.2,2,nepsirhc
4506,16664143,"Lucas Henrique Mateo","2026-08-21 19:10:52",605.1,2,lucashmateo
4507,16716632,shini47,"2026-08-22 20:30:17",605.1,2,shini47
4508,16761751,KrishnaKumar_AIML,"2026-09-02 14:38:24",605.0,2,krishnakumarcsr
4509,16696526,"Reda HEDDAD","2026-08-10 20:42:47",604.9,2,redaheddad
4510,16748527,Tsubasa_00,"2026-08-21 08:53:14",604.8,2,tsubasa00
4511,16799266,"Saugi Alkaf","2026-09-02 09:09:08",604.7,2,syaugialkaf
4512,16752899,"Nicolò Alberti","2026-08-23 09:16:36",604.5,2,nicolalberti
4513,16795070,"HKUST Random","2026-09-02 09:39:09",604.0,2,siulungfan
4514,16740534,"Gao Wenjiang","2026-09-02 09:48:37",604.0,2,gaowenjiang
4515,16793452,"Ghazaros Ghazaros","2026-08-31 15:17:06",603.9,2,ghazarosghazaros
4516,16795982,Vordax,"2026-09-02 20:26:23",603.9,2,vordax
4517,16693738,"Sonu Jha","2026-08-14 20:32:37",603.7,2,sonujha090
4518,16710512,FishWotou,"2026-08-19 04:45:40",603.5,2,fishwotou
4519,16712746,itsraininnnn,"2026-08-12 16:38:56",603.0,1,itsraininnnn
4520,16623390,KodamaSec,"2026-08-25 10:09:42",602.8,2,dfhgfdghfdhg
4521,16769793,"Shivam Batra","2026-08-26 14:21:49",602.7,2,shivam744
4522,16670274,"dankwa wadie","2026-09-01 08:45:40",602.5,2,dankwawadie
4523,16733910,davidsmith42,"2026-08-19 23:59:03",602.3,2,ananthvydianath42
4524,16655075,"Félix Rodríguez Roble","2026-08-04 09:16:25",602.1,2,flixrodrguezroble
4525,16681464,Amyel21,"2026-08-17 10:53:02",601.8,2,amyel21
4526,16656709,"Anh-Vu Mai-Nguyen","2026-09-02 19:56:33",601.8,2,mainguyenanhvu
